park_id,name,area_m2,greenspace_type,mean_woody,mean_grass,total_veg_idx,woody_ratio,grass_ratio,structure_cat,condition,clase,comuna,temp_am_c,temp_af_c,temp_pm_c,area_ha,stgohot_decile_mean,woody_decile,temp_decile,length_decile,priority_score,sampling_priority
343,PARQUE URBANO Y VEREDON A. VESPUCIO NORORIENTE,8907.8742059,Urban Park,0.08503621816635132,0.034881748259067535,0.11991796642541885,0.7085290702637778,0.29063772115105474,High Woody Cover,Good condition,PLAZA,LA FLORIDA,18.902454376220703,31.559690475463867,28.965696334838867,0.89,7,4,9,NA,6.5,P5 — Intermediate
252,PARQUE CARLOS MARTINEZ,6139.97249317,Urban Park,0.07658243924379349,0.02990042231976986,0.10648286156356335,0.7185248934053214,0.28053686944723283,High Woody Cover,Good condition,PLAZA,CERRILLOS,19.215843200683594,31.898591995239258,28.760122299194336,0.61,7,6,6,NA,6,P5 — Intermediate
294,PARQUE SAN LUIS,7329.82717089,Urban Park,0.0684565007686615,0.027295568957924843,0.09575206972658634,0.7141890724314096,0.284767653278476,High Woody Cover,Poor condition,PLAZA,PENALOLEN,18.194726943969727,31.831436157226562,29.15976905822754,0.73,7,5,7,NA,6,P5 — Intermediate
330,PARQUE EL POETA,6173.21109268,Urban Park,0.06833580881357193,0.028063559904694557,0.09639936871826649,0.7081477290600819,0.2908159947307756,High Woody Cover,Good condition,PLAZA,EL BOSQUE,18.822813034057617,31.103233337402344,29.0216007232666,0.62,7,4,8,NA,6,P5 — Intermediate
117,PARQUE RICARDO CONTRERAS SECCION B,7503.55275981,Urban Park,0.07084549218416214,0.026014570146799088,0.09686006233096123,0.730666735158851,0.2683019123688427,High Woody Cover,Poor condition,PLAZA,LA REINA,18.283788681030273,32.117000579833984,29.956029891967773,0.75,7,7,4,NA,5.5,P5 — Intermediate
151,PARQUE DE LA MUJER A,8803.64241768,Urban Park,0.07846560329198837,0.029509998857975006,0.10797560214996338,0.7260251317694366,0.27304959001780593,High Woody Cover,Good condition,PARQUE,RECOLETA,18.733850479125977,32.29999923706055,29.700000762939453,0.88,7,7,4,NA,5.5,P5 — Intermediate
182,PARQUE  POZO ALMONTE,5451.66174836,Urban Park,0.06888303905725479,0.026590948924422264,0.09547398798167706,0.7207299863898186,0.2782237038128004,High Woody Cover,Good condition,PLAZA,LA FLORIDA,18.746246337890625,31.10102081298828,29.374406814575195,0.55,7,6,5,NA,5.5,P5 — Intermediate
324,PARQUE PINTOR MURILLO,7879.25079793,Urban Park,0.06660743057727814,0.026793455705046654,0.09340088628232479,0.7123721841112587,0.2865583073099878,High Woody Cover,Poor condition,PLAZA,SAN JOAQUIN,19.13751983642578,32.199737548828125,29.276945114135742,0.79,7,4,7,NA,5.5,P5 — Intermediate
368,PARQUE OSCAR CASTRO,6811.52235997,Urban Park,0.06865712255239487,0.03051496297121048,0.09917208552360535,0.6916055222398776,0.3073871452408895,High Woody Cover,Poor condition,PLAZA,RENCA,19.096946716308594,32.80741500854492,30.133859634399414,0.68,7,2,9,NA,5.5,P2 — Grass + Hot
466,Parque La Aguada,7983.48298587,Urban Park,0.08290112018585205,0.04071619734168053,0.12361731752753258,0.6700850118852835,0.32910669383547997,High Woody Cover,Poor condition,PLAZA,SAN JOAQUIN,19.578632354736328,31.787113189697266,29.308794021606445,0.8,7,1,10,NA,5.5,P2 — Grass + Hot
36,PARQUE LAS TORRES,9840.18762164,Urban Park,0.13786976039409637,0.04020111262798309,0.17807087302207947,0.773806391895555,0.22563234913824132,High Woody Cover,NA,NA,NA,17.807907104492188,30.981401443481445,28.45098304748535,0.98,6,9,1,NA,5,P3 — Forest + Cool
112,PARQUE VESPUCIO,5117.74526244,Urban Park,0.07414932548999786,0.028749331831932068,0.10289865732192993,0.7199057484627072,0.2791233650946915,High Woody Cover,Good condition,PLAZA,PENALOLEN,17.91480827331543,31.870317459106445,29.87421989440918,0.51,7,6,4,NA,5,P5 — Intermediate
271,PARQUE ASUNCION,5811.14155637,Urban Park,0.06244058907032013,0.025500791147351265,0.0879413802176714,0.7092186528192029,0.2896455176452677,High Woody Cover,NA,NA,NA,18.405319213867188,31.687408447265625,28.901573181152344,0.58,7,4,6,NA,5,P5 — Intermediate
289,PARQUE UNO,5749.96385799,Urban Park,0.07430411875247955,0.030399905517697334,0.10470402427017689,0.7089815421679717,0.29006429599810657,High Woody Cover,Good condition,PLAZA,PENALOLEN,18.13289451599121,32.23194122314453,29.716249465942383,0.57,7,4,6,NA,5,P5 — Intermediate
